id,c_claveunidad,nombre,descripcion,nota,fecha_de_inicio_de_vigencia,fecha_de_fin_de_vigencia,simbolo
catalogos_clave_unidad1972,TAH,Kiloamperio-hora (milamperio-hora),,,2017-01-01,,kA·h
catalogos_clave_unidad1973,TAN,Número de acido total,Unidad de química que define la cantidad de hidróxido de potasio (KOH) en miligramos que se necesita para neutralizar los ácidos en un gramo de aceite. Es una medida importante de la calidad del petróleo crudo,,2017-01-01,,TAN
catalogos_clave_unidad1974,TC,Camión,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1975,TD,Termico,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1976,TE,Totalizador,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1977,TF,Diez yardas cuadradas,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1978,TI,Mil pulgadas cuadradas,Unidad de medida imperial,,2017-01-01,,
catalogos_clave_unidad1979,TIC,"Tonelada métrica, incluido el contenedor","Unidad de masa que define el número de toneladas métricas de un producto, incluyendo su contenedor",,2017-01-01,,
catalogos_clave_unidad1980,TIP,"Tonelada métrica, incluido el embalaje interior","Unidad de masa que define el número de toneladas metricas de un producto, incluyendo sus materiales de embalaje interior",,2017-01-01,,
catalogos_clave_unidad1981,TJ,Mil centímetros cuadrados,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1982,TKM,Tonelada kilometro,"Unidad de información típicamente usada para propósitos de facturación, expresada como el número de toneladas (toneladas métricas) movidas sobre una distancia de un kilómetro",,2017-01-01,,t·km
catalogos_clave_unidad1983,TL,Mil pies (lineal),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1984,TMS,"Kilogramo de carne importada, menos despojos","Unidad de masa equivalente a mil gramos de carne importada, sin tener en cuenta los subproductos menos valiosos como las montañas",,2017-01-01,,
catalogos_clave_unidad1985,TNE,Tonelada (tonelada métrica),Sinónimo: tonelada métrica,,2017-01-01,,t
catalogos_clave_unidad1986,TP,Paquete de diez,Unidad de conteo que define el número de elementos en múltiplos de 10,,2017-01-01,,
catalogos_clave_unidad1987,TPI,Dientes por pulgada,El número de dientes por pulgada,,2017-01-01,,TPI
catalogos_clave_unidad1988,TPR,Decenas de pares,Unidad de conteo que define el número de pares en multiplos de 10 (par:elemento descrito por dos),,2017-01-01,,
catalogos_clave_unidad1989,TQ,Mil pies,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1990,TQD,Mil metros cúbicos por día ,Unidad de volumen igual a mil metros cúbicos por día,,2017-01-01,,km³/d
catalogos_clave_unidad1991,TR,Diez pies cuadrados,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1992,TRL,Trillones (eur),Unidad de escala númerica,,2017-01-01,,
catalogos_clave_unidad1993,Ts,Mil pies cuadrados,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1994,TSD,Tonelada de sustancia 90% seca,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1995,TSH,Tonelada de vapor por hora,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1996,TST,Decena de conjuntos,Unidad de conteo que define el número de conjuntos en múltiplos de 10 (conjunto: un número de objetos agrupados),,2017-01-01,,
catalogos_clave_unidad1997,TT,Mil metros lineales,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad1998,TTS,Decenas de millar de pegatinas,Unidad de conteo que define el número de palos multiples de 10000 (Pegatina: pieza delgada y a menudo cilíndrica de una sustancia),,2017-01-01,,
catalogos_clave_unidad1999,Tu,Contenedor externo,"Tipo de caja de contención que sirve como contenedor de transporte externo, no especificado como equipo de transporte.",,2017-07-26,,
catalogos_clave_unidad2000,TV,Mil kilogramos,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2001,TW,Mil hojas,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2002,U1,Tratamiento ,"Unidad de conteo que define el número de tratamientos (tratamiento: sujección a la acción de un agente químico, físico o biológico)",,2017-01-01,,
catalogos_clave_unidad2003,U2,Número de tabletas,Unidad de conteo que define el número de tabletas,,2017-01-01,,
catalogos_clave_unidad2004,UA,Torr,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Torr
catalogos_clave_unidad2005,UB,Linea de telecomunicaciones en servicio promedio ,Unida de conteo que define el número medio de líneas de servicio,,2017-01-01,,
catalogos_clave_unidad2006,UC,Puerto de telecomunicaciones ,Uindad de conteo que define el número de púertos de acceso a la red,,2017-01-01,,
catalogos_clave_unidad2007,UD,Décimo minuto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2008,UE,Hora de décimo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2009,UF,Uso por línea de telecomunicaciones promedio,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2010,UH,Diez mil yardas,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2011,UM,Millón de unidades,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2012,UN,Newton metro,,,2017-01-01,,N·m
catalogos_clave_unidad2013,VA,Voltio-amperio por kilogramo,,,2017-01-01,,V·A / kg
catalogos_clave_unidad2014,VLT,Voltio,"Es la unidad derivada del Sistema Internacional para el potencial eléctrico, la fuerza electromotriz y la tensión eléctrica.",,2017-01-01,,V
catalogos_clave_unidad2015,VP,Volumen porcentual ,"Unidad de medida de concentración, expresada tipícamente como el porcentaje de volumen de un soluto en una solución ",,2017-01-01,,
catalogos_clave_unidad2016,VS,Visita,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2017,W2,Kilo húmedo ,"Unidad de masa que define el número de kilogramos de un producto, incluido el contenido de agua del producto.",,2017-01-01,,
catalogos_clave_unidad2018,W4,Dos semanas,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2019,WA,Watt por kilogramo ,Unidad de potencia,,2017-01-01,,W/kg
catalogos_clave_unidad2020,WB,Libra húmeda,"Unidad de masa que define el número de libras de un material, incluyendo el contenido de agua del material ",,2017-01-01,,
catalogos_clave_unidad2021,WCD,Cable,Unidad de volumen utilizada para medir la madera. Un pie de tabla equivale a 1/2 de un pie cúbico.,,2017-01-01,,
catalogos_clave_unidad2022,WE,Tonelada húmeda ,"Unidad de masa que define el número de toneladas de un material, incluyendo el contenido de agua del material.",,2017-01-01,,
catalogos_clave_unidad2023,WEB,Weber,"Es el flujo magnético que, al atravesar un circuito de una sola espira produce en la misma una fuerza electromotriz de 1 volt si se anula dicho flujo en un segundo por decaimiento uniforme. ",,2017-01-01,,Wb
catalogos_clave_unidad2024,WEE,Semana,Es el período de tiempo estándar utilizado para los ciclos de días de trabajo y de descanso en la mayoría de las partes del mundo.,,2017-01-01,,wk
catalogos_clave_unidad2025,WG,Galón de vino,Unidad de volumen igual a 231 pulgadas cúbicas,,2017-01-01,,
catalogos_clave_unidad2026,WH,Rueda,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2027,WHR,Watt hora,,,2017-01-01,,W·h
catalogos_clave_unidad2028,WI,Peso por pulgada cuadrada,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2029,WM,Mes de trabajo ,Unidad de tiempo que define el número de meses de trabajo.,,2017-01-01,,
catalogos_clave_unidad2030,WR,Envolver,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad2031,WSD,Estándar,Unidad de volumen de madera acabada igual a 165 pies cúbicos.,,2017-01-01,,std
catalogos_clave_unidad2032,WTT,Watt,Es la potencia que da lugar a una producción de energía igual a 1 joule por segundo. ,,2017-01-01,,W
catalogos_clave_unidad2033,WW,Mililitro de agua,Unidad de volumen igual al número de mililitros de agua.,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,
catalogos_clave_unidad2034,X1,Cadena de gunter,"Empleada para medir distancias, formada por 100 eslabones metálicos, equivalentes a una longitud total de 20.1168 metros (66 pies) que aún es ampliamente usada en los países anglosajones. ",,2017-01-01,,ch (UK)
catalogos_clave_unidad2035,X1A,Tambor de acero,,,2017-07-26,,
catalogos_clave_unidad2036,X1B,Tambor de aluminio,,,2017-07-26,,
catalogos_clave_unidad2037,X1D,Tambor contrachapado,,,2017-07-26,,
catalogos_clave_unidad2038,X1F,Contenedor flexible,Contenedor de empaque de construcción flexible.,,2017-07-26,,
catalogos_clave_unidad2039,X1G,Tambor de fibra,,,2017-07-26,,
catalogos_clave_unidad2040,X1w,Tambor de madera,,,2017-07-26,,
catalogos_clave_unidad2041,X2C,Barril de madera,,,2017-07-26,,
catalogos_clave_unidad2042,X3A,Bidón de acero,,,2017-07-26,,
catalogos_clave_unidad2043,X3H,Bidón de plástico,,,2017-07-26,,
catalogos_clave_unidad2044,X43,Bolsa de gran tamaño,Bolsa de tela de plástico o de papel que tiene las dimensiones del pallet sobre el que está construido.,,2017-07-26,,
catalogos_clave_unidad2045,X44,Bolsa de plastico,"Un tipo de bolsa de plástico, normalmente utilizada para envolver piezas promocionales, publicaciones, muestras de productos y / o catálogos.",,2017-07-26,,
catalogos_clave_unidad2046,X4A,Caja de acero,,,2017-07-26,,
catalogos_clave_unidad2047,X4B,Caja de aluminio,,,2017-07-26,,
catalogos_clave_unidad2048,X4C,Caja de  madera natural,,,2017-07-26,,
catalogos_clave_unidad2049,X4D,Caja de contrachapado,,,2017-07-26,,
catalogos_clave_unidad2050,X4F,Caja de madera reconstituida,,,2017-07-26,,
catalogos_clave_unidad2051,X4G,Caja de cartón,,,2017-07-26,,
catalogos_clave_unidad2052,X4H,Caja de plástico,,,2017-07-26,,
catalogos_clave_unidad2053,X5H,Bolsa de plástico tejido,,,2017-07-26,,
catalogos_clave_unidad2054,X5L,Bolsa textil,,,2017-07-26,,
catalogos_clave_unidad2055,X5M,Bolsa de papel,,,2017-07-26,,
catalogos_clave_unidad2056,X6H,"Recipiente de plástico, Contenedor compuesto.",,,2017-07-26,,
catalogos_clave_unidad2057,X6P,"Recipiente de vidrio, Contenedor compuesto.",,,2017-07-26,,
catalogos_clave_unidad2058,X7A,Estuche para carro,Tipo de contenedor portátil diseñado para almacenar equipo para el transporte en un automóvil.,,2017-07-26,,
catalogos_clave_unidad2059,X7B,Estuche de madera,Un estuche de madera para retener sustancias o artículos.,,2017-07-26,,
catalogos_clave_unidad2060,X8A,Pallet de madera,"Plataforma o caja abierta de madera, en la que se conservan las mercancías para facilitar su manejo mecánico durante el transporte y almacenamiento.",,2017-07-26,,
catalogos_clave_unidad2061,X8B,Cajón de madera,"Un contenedor de madera, en el que se conservan las mercancías para facilitar su manipulación mecánica durante el transporte y almacenamiento.",,2017-07-26,,
catalogos_clave_unidad2062,X8C,Madera flejada,Piezas sueltas o sin contenedor de madera atadas o envueltas.,,2017-07-26,,
catalogos_clave_unidad2063,XAA,Contenedor intermedio  para gráneles de plástico rígido,,,2017-07-26,,
catalogos_clave_unidad2064,XAB,Contenedor de fibra,"Recipiente de contención de fibra, utilizado para retener sustancias o artículos.",,2017-07-26,,
catalogos_clave_unidad2065,XAC,Contenedor de papel,"Recipiente de contención de papel, para retener sustancias o artículos.",,2017-07-26,,
catalogos_clave_unidad2066,XAD,Contenedor de madera,"Recipiente de contención de madera, para retener sustancias o artículos.",,2017-07-26,,
catalogos_clave_unidad2067,XAE,Aerosol,Una unidad de cuenta que define el número de Aerosoles,,2017-07-26,,
catalogos_clave_unidad2068,XAF,"Pallet modular con collares,  80cms * 60cms",Pallet de tamaño estándar con dimensiones de 80 centímetros por 60 centímetros (cms).,,2017-07-26,,
catalogos_clave_unidad2069,XAG,Pallet o empaquetado,La carga del pallet se asegura con una película de plástico transparente envuelta alrededor y luego encogido firmemente.,,2017-07-26,,
catalogos_clave_unidad2070,XAH,"Pallet, 100cms X 110cms",Pallet tamaño estándar con dimensiones de 100 centímetros por 110 centímetros (cms).,,2017-07-26,,
catalogos_clave_unidad2071,XAI,Contenedor tipo concha,,,2017-07-26,,
catalogos_clave_unidad2072,XAJ,Cono,Contenedor utilizado en el transporte de material lineal como el hilo.,,2017-07-26,,
catalogos_clave_unidad2073,XAL,Esféra,Recipiente de contención esférico para retener sustancias o artículos.,,2017-07-26,,
catalogos_clave_unidad2074,XAM,Ampolleta no protegida,,,2017-07-26,,
catalogos_clave_unidad2075,XAP,Ampolleta protegida,,,2017-07-26,,
catalogos_clave_unidad2076,XAT,Atomizador,,,2017-07-26,,
catalogos_clave_unidad2077,XAV,Cápsula,,,2017-07-26,,
catalogos_clave_unidad2078,XB4,Cinturón,Banda utiliza para retener varios artículos juntos.,,2017-07-26,,
catalogos_clave_unidad2079,XBA,Barril,,,2017-07-26,,
catalogos_clave_unidad2080,XBB,Bobina,,,2017-07-26,,
catalogos_clave_unidad2081,XBC,Cajón para botellas / Estante para botellas,,,2017-07-26,,
catalogos_clave_unidad2082,XBD,Tablero,,,2017-07-26,,
catalogos_clave_unidad2083,XBE,Flejado,,,2017-07-26,,
catalogos_clave_unidad2084,XBF,Globo no protegido,,,2017-07-26,,
catalogos_clave_unidad2085,XBG,Bolso,Recipiente de material flexible con tapa abierta o cerrada.,,2017-07-26,,
catalogos_clave_unidad2086,XBH,Manojo,,,2017-07-26,,
catalogos_clave_unidad2087,XBI,Compartimiento,,,2017-07-26,,
catalogos_clave_unidad2088,XBJ,Cubeta,,,2017-07-26,,
catalogos_clave_unidad2089,XBK,Cesta,,,2017-07-26,,
catalogos_clave_unidad2090,XBL,Paca comprimida,,,2017-07-26,,
catalogos_clave_unidad2091,XBM,Cuenco,,,2017-07-26,,
catalogos_clave_unidad2092,XBN,Paca no comprimida,,,2017-07-26,,
catalogos_clave_unidad2093,XBO,Botella no-protegida y cilíndrica,Recipiente de forma cilíndrica de cuello estrecho sin material de empaque protector externo.,,2017-07-26,,
catalogos_clave_unidad2094,XBP,Globo protegido,,,2017-07-26,,
catalogos_clave_unidad2095,XBQ,Botella cilíndrica protegida,Recipiente de forma cilíndrica de cuello estrecho con material de empaque protector externo.,,2017-07-26,,
catalogos_clave_unidad2096,XBR,Barra,,,2017-07-26,,
catalogos_clave_unidad2097,XBS,"Botella, no-protegida en forma de bulbo",Recipiente en forma de bulbo de cuello estrecho sin material de empaque protector externo.,,2017-07-26,,
catalogos_clave_unidad2098,XBT,Rollo de tela,,,2017-07-26,,
catalogos_clave_unidad2099,XBU,Butt,Barril de 1/2 tonel,,2017-07-26,,
catalogos_clave_unidad2100,XBV,Botella de bulbo protegido,Recipiente en forma de bulbo de cuello estrecho con material de empaque protector externo.,,2017-07-26,,
catalogos_clave_unidad2101,XBW,Caja para líquidos,,,2017-07-26,,
catalogos_clave_unidad2102,XBX,Caja,,,2017-07-26,,
catalogos_clave_unidad2103,XBY,"Tablero, con fleje/ agrupados/ armados",,,2017-07-26,,
catalogos_clave_unidad2104,XBZ,"Barras, con fleje/ agrupados/ armados",,,2017-07-26,,
catalogos_clave_unidad2105,XCA,Lata rectangular,,,2017-07-26,,
catalogos_clave_unidad2106,XCB,Cajón para cerveza,,,2017-07-26,,
catalogos_clave_unidad2107,XCC,Mantequera,,,2017-07-26,,
catalogos_clave_unidad2108,XCD,Lata con mango y boquilla,,,2017-07-26,,
catalogos_clave_unidad2109,XCE,Cesto tejido,,,2017-07-26,,
catalogos_clave_unidad2110,XCF,Cofre,,,2017-07-26,,
catalogos_clave_unidad2111,XCG,Contenedor tipo Jaula,,,2017-07-26,,
catalogos_clave_unidad2112,XCH,Cajonera,,,2017-07-26,,
catalogos_clave_unidad2113,XCI,Frasco,,,2017-07-26,,
catalogos_clave_unidad2114,XCJ,Ataúd,,,2017-07-26,,
catalogos_clave_unidad2115,XCK,Barrica,,,2017-07-26,,
catalogos_clave_unidad2116,XCL,Espiral,,,2017-07-26,,
catalogos_clave_unidad2117,XCM,Paquete de tarjetas,Paquete plano normalmente hecho de cartón desde / hacia el cual el producto es a menudo colgado o unido.,,2017-07-26,,
catalogos_clave_unidad2118,XCN,"Contenedor, no especificado como equipo de transporte",,,2017-07-26,,
catalogos_clave_unidad2119,XCO,Garrafón no protegido,,,2017-07-26,,
catalogos_clave_unidad2120,XCP,Garrafón protegido,,,2017-07-26,,
catalogos_clave_unidad2121,XCQ,Cartucho,Paquete que contiene una carga tal como un explosivo propulsor para armas de fuego o tóner de tinta para una impresora.,,2017-07-26,,
catalogos_clave_unidad2122,XCR,Cajón,,,2017-07-26,,
catalogos_clave_unidad2123,XCS,Estuche,,,2017-07-26,,
catalogos_clave_unidad2124,XCT,Cartón,,,2017-07-26,,
catalogos_clave_unidad2125,XCU,Vaso,,,2017-07-26,,
catalogos_clave_unidad2126,XCV,Cubierta,,,2017-07-26,,
catalogos_clave_unidad2127,XCW,Jaula estilo rodillo,,,2017-07-26,,
catalogos_clave_unidad2128,XCX,Lata cilíndrica,,,2017-07-26,,
catalogos_clave_unidad2129,XCY,Cilindro,,,2017-07-26,,
catalogos_clave_unidad2130,XCZ,Lona,,,2017-07-26,,
catalogos_clave_unidad2131,XDA,Cajón multicapa de plástico,,,2017-07-26,,
catalogos_clave_unidad2132,XDB,Cajón de varias capas de madera,,,2017-07-26,,
catalogos_clave_unidad2133,XDC,Cajón multicapa de cartón,,,2017-07-26,,
catalogos_clave_unidad2134,XDG,"Jaula, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP))",,,2017-07-26,,
catalogos_clave_unidad2135,XDH,"Caja, Según la clasificación de la compañía (CHEP), Eurobox",Caja montada sobre una base de pallet Según la clasificación de la compañía (CHEP).,,2017-07-26,,
catalogos_clave_unidad2136,XDI,Tambor de hierro,,,2017-07-26,,
catalogos_clave_unidad2137,XDJ,"damajuana o garrafa, no protegido",,,2017-07-26,,
catalogos_clave_unidad2138,XDK,"Cajón a granel, cartón",,,2017-07-26,,
catalogos_clave_unidad2139,XDL,Cajas de plástico,,,2017-07-26,,
catalogos_clave_unidad2140,XDM,Cajones a granel de madera,,,2017-07-26,,
catalogos_clave_unidad2141,XDN,Dispensador,,,2017-07-26,,
catalogos_clave_unidad2142,XDP,"damajuana o garrafa, protegido",,,2017-07-26,,
catalogos_clave_unidad2143,XDR,Tambor,,,2017-07-26,,
catalogos_clave_unidad2144,XDS,Bandeja de una capa sin cubierta y de plástico,,,2017-07-26,,
catalogos_clave_unidad2145,XDT,Bandeja de una capa sin cubierta y de madera,,,2017-07-26,,
catalogos_clave_unidad2146,XDU,Bandeja de una capa sin cubierta y  poliestireno,,,2017-07-26,,
catalogos_clave_unidad2147,XDV,Bandeja de una capa sin cubierta y de cartón,,,2017-07-26,,
catalogos_clave_unidad2148,XDW,Bandeja de dos capas sin tapa y con bandeja de plástico,,,2017-07-26,,
catalogos_clave_unidad2149,XDX,Bandeja de dos capas sin cubierta y de madera,,,2017-07-26,,
catalogos_clave_unidad2150,XDY,Bandeja de dos capas sin cubierta y de cartón,,,2017-07-26,,
catalogos_clave_unidad2151,XEC,Bolsa de plástico,,,2017-07-26,,
catalogos_clave_unidad2152,XED,"Estuche, con pallet de base",,,2017-07-26,,
catalogos_clave_unidad2153,XEE,"Estuche, con pallet base de madera",,,2017-07-26,,
catalogos_clave_unidad2154,XEF,"Estuche, con pallet base de cartón",,,2017-07-26,,
catalogos_clave_unidad2155,XEG,"Estuche, con pallet base de plástico",,,2017-07-26,,
catalogos_clave_unidad2156,XEH,"Estuche, con pallet base de metal",,,2017-07-26,,
catalogos_clave_unidad2157,XEI,Estuche isotérmico,,,2017-07-26,,
catalogos_clave_unidad2158,XEN,Sobre,,,2017-07-26,,
catalogos_clave_unidad2159,XFB,Bolsa flexible,"Bolsa de contención flexible hecha de plástico, usado típicamente para el transporte de mercancías no peligrosas a granel, que usan contenedores de transporte de tamaño estándar.",,2017-07-26,,
catalogos_clave_unidad2160,XFC,Cajón para fruta,,,2017-07-26,,
catalogos_clave_unidad2161,XFD,Cajón enmarcado,,,2017-07-26,,
catalogos_clave_unidad2162,XFE,Tanque flexible,"Contenedor flexible de plástico, usado típicamente para el transporte de cargas no peligrosas a granel usando contenedores de transporte de tamaño estándar.",,2017-07-26,,
catalogos_clave_unidad2163,XFI,Firkin,Barril de 41 litros,,2017-07-26,,
catalogos_clave_unidad2164,XFL,Matraz,,,2017-07-26,,
catalogos_clave_unidad2165,XFO,Cajón para zapatos,,,2017-07-26,,
catalogos_clave_unidad2166,XFP,Caja auxiliar para película fotográfica,,,2017-07-26,,
catalogos_clave_unidad2167,XFR,Marco,,,2017-07-26,,
catalogos_clave_unidad2168,XFT,Contenedor para alimentos,,,2017-07-26,,
catalogos_clave_unidad2169,XFW,Carro de cama plana,Módulo con ruedas en el que las bandejas u otros artículos de forma regular se empacan para fines de transporte.,,2017-07-26,,
catalogos_clave_unidad2170,XFX,Bolsa flexible tipo contenedor,,,2017-07-26,,
catalogos_clave_unidad2171,XGB,Botella para gas,Cilindro metálico de cuello estrecho para la retención de gas licuado o comprimido.,,2017-07-26,,
catalogos_clave_unidad2172,XGI,Viga,,,2017-07-26,,
catalogos_clave_unidad2173,XGL,Contenedor tipo galón,Contenedor con una capacidad de un galón.,,2017-07-26,,
catalogos_clave_unidad2174,XGR,Recipiente de vidrio,Recipiente de contención de vidrio para retener sustancias o artículos.,,2017-07-26,,
catalogos_clave_unidad2175,XGU,Bandeja contenedor para apilar horizontalmente objetos planos,Bandeja para contiene objetos planos apilados uno encima del otro.,,2017-07-26,,
catalogos_clave_unidad2176,XGY,Costal de Yute,"Hecho de yute, usado para transportar mercancías gruesas, tales como granos, patatas, y otros productos agrícolas.",,2017-07-26,,
catalogos_clave_unidad2177,XGZ,Vigas con correas o agrupadas,,,2017-07-26,,
catalogos_clave_unidad2178,XHA,Cesta con mango y de plástico,,,2017-07-26,,
catalogos_clave_unidad2179,XHB,Cesta con mango y de madera,,,2017-07-26,,
catalogos_clave_unidad2180,XHC,Cesta  con asa y de  cartón,,,2017-07-26,,
catalogos_clave_unidad2181,XHG,Hogshead,Barril de 1/4 de tonel,,2017-07-26,,
catalogos_clave_unidad2182,XHN,Gancho,"Artefacto, cuya forma con un gancho en la parte superior, tiene el propósito de colgar artículos de un carril.",,2017-07-26,,
catalogos_clave_unidad2183,XHR,Cesto,,,2017-07-26,,
catalogos_clave_unidad2184,XIA,Paquete con pantalla y de madera,,,2017-07-26,,
catalogos_clave_unidad2185,XIB,Paquete  con pantalla y de cartón,,,2017-07-26,,
catalogos_clave_unidad2186,XIC,Paquete con pantalla y de plástico,,,2017-07-26,,
catalogos_clave_unidad2187,XID,Paquete con pantalla y de metal,,,2017-07-26,,
catalogos_clave_unidad2188,XIE,Paquete de mostrador.,,,2017-07-26,,
catalogos_clave_unidad2189,XIF,Envase para alimentos,"Envase flexible tubular o de piel, posiblemente transparente, a menudo utilizado para contener alimentos (por ejemplo salami).",,2017-07-26,,
catalogos_clave_unidad2190,XIG,Paquete envuelto en papel,,,2017-07-26,,
catalogos_clave_unidad2191,XIH,Tambor de plástico,,,2017-07-26,,
catalogos_clave_unidad2192,XIK,Paquete de cartón con los agujeros para botellas,Material de empaque realizado en cartón que facilita la separación de botellas individuales de vidrio o plástico.,,2017-07-26,,
catalogos_clave_unidad2193,XIL,Bandeja rígida con tapa y apilable (CEN TS 14482: 2002),Bandeja rígida apilable empotrada compatible con CEN TS 14482: 2002.,,2017-07-26,,
catalogos_clave_unidad2194,XIN,Lingote,,,2017-07-26,,
catalogos_clave_unidad2195,XIZ,Lingotes  con correas/ agrupados,,,2017-07-26,,
catalogos_clave_unidad2196,XJB,Bolsa jumbo,"Bolsa de contención flexible, ampliamente utilizada para almacenamiento, transporte y manipulación de materiales en polvo, escamas o granulares. Típicamente construido a partir de tejido de polipropileno (PP) tejido en forma de bolsas cúbicas.",,2017-07-26,,
catalogos_clave_unidad2197,XJC,Bidón rectangular,,,2017-07-26,,
catalogos_clave_unidad2198,XJG,Jarra,,,2017-07-26,,
catalogos_clave_unidad2199,XJR,Tarro,,,2017-07-26,,
catalogos_clave_unidad2200,XJT,Bolsa de yute,,,2017-07-26,,
catalogos_clave_unidad2201,XJY,"Bidón, cilíndrico",,,2017-07-26,,
catalogos_clave_unidad2202,XKG,Barrilete,,,2017-07-26,,
